---------- BOTNET FLOWS DETECTED ----------

71.127.72.95:11275 -> 66.154.80.111:7871 (UDP)
66.154.87.39:7871 -> 24.232.204.131:7851 (UDP)
70.132.132.38:8 -> 69.61.28.81:63314 (TCP)
66.154.83.80:7871 -> 99.247.14.202:3548 (UDP)
66.154.83.80:7871 -> 207.81.122.110:9956 (UDP)
66.154.87.58:7871 -> 67.101.55.226:17134 (UDP)
69.132.194.233:28205 -> 66.154.83.107:7871 (UDP)
59.95.99.155:17665 -> 66.154.80.111:7871 (UDP)
67.53.236.238:12115 -> 66.154.87.61:7871 (UDP)
66.154.83.80:7871 -> 83.14.221.10:19192 (UDP)
66.154.87.39:7871 -> 84.197.37.218:14198 (UDP)
66.154.80.111:7871 -> 72.190.119.39:16275 (UDP)
213.93.252.213:10301 -> 66.154.87.39:7871 (UDP)
189.171.103.68:30813 -> 66.154.87.61:7871 (UDP)
66.154.80.111:7871 -> 65.40.136.133:17246 (UDP)
77.179.141.30:65033 -> 66.154.87.61:7871 (UDP)
72.225.186.20:14086 -> 66.154.80.125:7871 (UDP)
85.17.143.77:12637 -> 66.154.87.61:7871 (UDP)
89.171.103.131:3692 -> 66.154.87.57:7871 (UDP)
66.154.87.39:7871 -> 71.202.3.145:28638 (UDP)
84.123.159.17:20379 -> 66.154.83.80:7871 (UDP)
66.154.83.113:7871 -> 87.13.76.51:11275 (UDP)
83.30.15.23:23196 -> 66.154.87.39:7871 (UDP)
66.154.80.105:7871 -> 189.142.223.70:31919 (UDP)
66.31.9.243:16275 -> 66.154.83.80:7871 (UDP)
84.100.220.214:55111 -> 66.154.80.111:7871 (UDP)
66.154.87.57:7871 -> 67.174.101.253:24028 (UDP)
75.43.166.14:2283 -> 66.154.83.80:7871 (UDP)
79.145.206.77:21882 -> 66.154.87.39:7871 (UDP)
66.154.80.105:7871 -> 71.164.128.26:19220 (UDP)
66.154.83.80:7871 -> 74.160.38.253:27412 (UDP)
66.154.80.125:7871 -> 83.7.209.107:3827 (UDP)
84.97.180.188:7847 -> 66.154.83.138:7871 (UDP)
66.154.80.101:7871 -> 203.199.104.65:54765 (UDP)
72.200.122.106:11976 -> 66.154.80.111:7871 (UDP)
60.44.74.9:15365 -> 66.154.87.41:7871 (UDP)
66.154.87.58:7871 -> 125.232.3.181:13563 (UDP)
83.31.243.218:26391 -> 66.154.83.138:7871 (UDP)
66.154.80.101:7871 -> 82.234.6.217:10425 (UDP)
76.87.9.55:33742 -> 66.154.80.105:7871 (UDP)
66.154.83.113:7871 -> 220.225.2.178:61838 (UDP)
82.141.154.4:38476 -> 66.154.80.122:445 (TCP)
66.154.87.41:7871 -> 41.244.134.85:28683 (UDP)
66.154.87.39:7871 -> 203.122.22.11:63668 (UDP)
66.154.87.39:7871 -> 87.15.53.249:2613 (UDP)
66.154.80.105:7871 -> 81.25.187.117:16052 (UDP)
195.157.235.66:63785 -> 66.154.80.125:7871 (UDP)
66.154.87.57:7871 -> 82.243.233.245:18170 (UDP)
66.154.87.39:7871 -> 89.245.117.237:6304 (UDP)
66.154.83.138:7871 -> 194.152.16.34:54639 (UDP)
66.154.87.41:7871 -> 194.67.142.183:8811 (UDP)
66.154.83.80:7871 -> 83.153.214.239:7246 (UDP)
66.154.87.41:7871 -> 66.228.106.202:14961 (UDP)
65.40.136.133:18240 -> 66.154.87.57:7871 (UDP)
66.154.80.101:7871 -> 189.129.185.143:15823 (UDP)
66.154.83.158:63138 -> 69.234.207.37:8 (TCP)
66.154.83.80:7871 -> 68.104.247.138:11526 (UDP)
66.154.80.125:7871 -> 213.112.158.223:16275 (UDP)
72.161.252.115:64042 -> 66.154.87.41:7871 (UDP)
79.8.224.178:12970 -> 66.154.87.41:7871 (UDP)
87.90.149.241:14828 -> 66.154.83.138:7871 (UDP)
80.128.209.165:32232 -> 66.154.80.101:7871 (UDP)
76.175.12.84:11275 -> 66.154.87.41:7871 (UDP)
77.122.56.101:4831 -> 66.154.87.58:7871 (UDP)
202.28.219.90:15968 -> 66.154.80.111:7871 (UDP)
69.113.158.42:8 -> 66.154.83.146:63239 (TCP)
84.249.20.56:50100 -> 66.154.87.57:7871 (UDP)
66.154.83.107:7871 -> 62.111.158.66:16711 (UDP)
216.70.177.51:13989 -> 66.154.80.125:7871 (UDP)
67.149.59.200:8 -> 66.154.83.138:63353 (TCP)
66.154.87.41:7871 -> 65.40.136.133:22390 (UDP)
66.154.87.57:7871 -> 200.121.22.91:12245 (UDP)
222.127.61.147:50843 -> 66.154.87.41:7871 (UDP)
124.168.49.243:7199 -> 66.154.87.41:7871 (UDP)
83.168.75.17:5825 -> 66.154.83.107:7871 (UDP)
211.27.248.122:55555 -> 66.154.87.41:7871 (UDP)
58.237.173.28:2652 -> 66.154.80.125:139 (TCP)
66.246.218.219:7207 -> 66.154.87.39:7871 (UDP)
64.228.32.24:32777 -> 66.154.83.80:7871 (UDP)
66.154.80.101:7871 -> 69.158.151.41:3665 (UDP)
66.154.87.57:7871 -> 82.208.32.8:11771 (UDP)
190.1.140.32:62733 -> 66.154.80.111:7871 (UDP)
66.154.83.130:63008 -> 65.189.204.247:8 (TCP)
190.42.18.70:19717 -> 66.154.87.57:7871 (UDP)
83.19.142.146:21920 -> 66.154.83.107:7871 (UDP)
66.154.80.101:7871 -> 85.26.13.191:20082 (UDP)
201.10.65.154:50673 -> 66.154.87.58:7871 (UDP)
203.113.56.9:18332 -> 66.154.83.138:7871 (UDP)
66.154.87.41:7871 -> 75.72.77.96:28295 (UDP)
67.127.100.101:19014 -> 66.154.83.138:7871 (UDP)
66.154.87.39:7871 -> 64.126.38.143:31486 (UDP)
92.113.92.243:21517 -> 66.154.87.57:7871 (UDP)
66.154.83.113:7871 -> 83.103.183.123:10735 (UDP)
66.154.83.113:7871 -> 74.36.219.105:19220 (UDP)
83.251.68.36:62093 -> 66.154.83.138:7871 (UDP)
200.64.155.105:32181 -> 66.154.83.80:7871 (UDP)
66.154.83.107:7871 -> 76.187.228.195:4415 (UDP)
58.69.51.124:18819 -> 66.154.87.57:7871 (UDP)
84.120.202.232:20839 -> 66.154.87.57:7871 (UDP)
218.51.95.49:11275 -> 66.154.80.111:7871 (UDP)
66.154.87.39:7871 -> 86.127.42.197:2836 (UDP)
85.74.86.94:32760 -> 66.154.83.107:7871 (UDP)
66.154.80.101:7871 -> 172.192.241.243:14395 (UDP)
66.154.80.101:7871 -> 58.10.234.18:27992 (UDP)
66.154.80.101:7871 -> 69.152.223.58:27836 (UDP)
66.154.87.39:7871 -> 84.16.239.117:11235 (UDP)
220.120.233.160:40176 -> 66.154.80.101:7871 (UDP)
83.10.222.130:20597 -> 66.154.83.107:7871 (UDP)
24.147.15.92:12559 -> 66.154.83.107:7871 (UDP)
66.154.83.80:7871 -> 201.103.20.249:21776 (UDP)
72.191.42.197:33759 -> 66.154.80.105:7871 (UDP)
66.154.83.113:7871 -> 68.184.32.55:28205 (UDP)
71.206.234.176:29187 -> 66.154.83.107:7871 (UDP)
201.244.53.130:15866 -> 66.154.87.61:7871 (UDP)
86.130.30.226:7657 -> 66.154.83.80:7871 (UDP)
66.154.83.138:7871 -> 219.91.5.218:33678 (UDP)
66.154.83.107:7871 -> 99.247.162.253:30041 (UDP)
201.63.1.122:9411 -> 66.154.87.61:7871 (UDP)
66.154.87.61:7871 -> 203.87.184.122:7185 (UDP)
66.154.87.57:7871 -> 216.218.123.135:57372 (UDP)
70.51.58.125:61584 -> 66.154.87.39:7871 (UDP)
68.115.86.66:6823 -> 66.154.80.111:7871 (UDP)
66.154.87.58:7871 -> 69.181.242.138:3662 (UDP)
88.119.246.113:1034 -> 66.154.80.101:7871 (UDP)
211.116.82.98:3887 -> 66.154.80.125:7871 (UDP)
66.154.87.58:7871 -> 72.209.217.37:9566 (UDP)
64.92.226.43:5550 -> 66.154.87.54:7871 (UDP)
24.60.134.86:7194 -> 66.154.83.113:7871 (UDP)
66.154.87.57:7871 -> 83.10.238.58:26039 (UDP)
66.154.87.61:7871 -> 209.89.248.122:4110 (UDP)
66.168.229.101:6703 -> 66.154.87.41:7871 (UDP)
66.154.87.39:2967 -> 66.214.179.120:3124 (TCP)
84.152.82.249:13421 -> 66.154.87.41:7871 (UDP)
81.222.132.26:13394 -> 66.154.83.138:7871 (UDP)
88.103.116.92:7271 -> 66.154.83.138:7871 (UDP)
66.154.80.105:7871 -> 85.164.42.56:5980 (UDP)
172.131.241.178:5234 -> 66.154.83.107:7871 (UDP)
66.154.87.39:7871 -> 202.147.169.119:61579 (UDP)
66.154.80.101:7871 -> 201.1.79.209:10000 (UDP)
59.183.113.40:10741 -> 66.154.83.113:7871 (UDP)
86.56.24.163:18597 -> 66.154.83.80:7871 (UDP)
66.154.83.138:7871 -> 211.6.31.133:19037 (UDP)
66.154.83.138:7871 -> 63.138.49.163:20232 (UDP)
66.154.80.111:7871 -> 83.228.73.127:16275 (UDP)
68.202.64.138:11274 -> 66.154.87.57:7871 (UDP)
69.61.28.69:63327 -> 68.198.41.207:8 (TCP)
82.207.253.20:64853 -> 66.154.80.125:7871 (UDP)
66.154.80.101:7871 -> 41.224.210.10:1610 (UDP)
67.149.233.159:8815 -> 66.154.83.138:7871 (UDP)
193.152.171.106:23558 -> 66.154.80.111:7871 (UDP)
10.0.2.15:2054 -> 173.194.65.104:80 (TCP)
66.154.83.83:7871 -> 84.126.9.204:2479 (UDP)
217.22.85.202:20734 -> 66.154.80.111:7871 (UDP)
64.13.113.82:8 -> 66.154.83.149:63359 (TCP)
65.78.177.87:24980 -> 66.154.80.111:7871 (UDP)
91.38.141.61:12533 -> 66.154.87.39:7871 (UDP)
88.160.104.213:13563 -> 66.154.87.41:7871 (UDP)
59.127.38.158:13409 -> 66.154.87.57:7871 (UDP)
83.4.59.161:23586 -> 66.154.87.61:7871 (UDP)
216.51.169.24:32953 -> 66.154.87.58:7871 (UDP)
200.106.10.246:30144 -> 66.154.83.113:7871 (UDP)
84.126.105.166:2560 -> 66.154.80.101:7871 (UDP)
66.154.87.57:7871 -> 76.169.163.17:32404 (UDP)
66.154.87.61:7871 -> 68.229.15.54:2266 (UDP)
211.243.130.71:12083 -> 66.154.80.105:7871 (UDP)
66.154.83.145:63163 -> 65.189.204.247:8 (TCP)
202.114.128.154:56026 -> 66.154.87.57:7871 (UDP)
82.235.84.208:15654 -> 66.154.83.138:7871 (UDP)
24.58.101.166:8 -> 66.154.83.143:63903 (TCP)
66.154.87.58:7871 -> 88.112.35.66:7848 (UDP)
66.154.83.107:7871 -> 88.7.68.211:20328 (UDP)
88.228.237.32:28518 -> 66.154.83.80:7871 (UDP)
88.109.59.242:32202 -> 66.154.83.107:7871 (UDP)
201.250.119.165:16275 -> 66.154.87.61:7871 (UDP)
66.154.83.140:63358 -> 69.141.98.226:8 (TCP)
66.154.80.124:7212 -> 69.28.79.34:2355 (TCP)
10.0.2.15:-1 -> 10.0.2.2:-1 (ARP)
189.176.88.132:28874 -> 66.154.87.61:7871 (UDP)
66.233.119.238:13992 -> 66.154.83.107:7871 (UDP)
10.0.2.15:15931 -> 94.209.236.45:28579 (UDP)
66.154.87.57:7871 -> 74.193.155.51:34109 (UDP)
192.192.255.171:11831 -> 66.154.87.57:7871 (UDP)
77.218.68.65:63008 -> 66.154.80.105:7871 (UDP)
66.154.83.107:7871 -> 67.85.145.108:55002 (UDP)
76.25.152.63:28883 -> 66.154.83.107:7871 (UDP)
65.23.196.46:62581 -> 66.154.83.107:7871 (UDP)
66.154.87.39:7871 -> 71.246.75.197:50002 (UDP)
77.121.185.135:33622 -> 66.154.87.58:7871 (UDP)
78.160.8.5:26704 -> 66.154.80.111:7871 (UDP)
66.154.87.57:7871 -> 217.42.255.10:53283 (UDP)
200.81.218.99:33287 -> 66.154.80.125:7871 (UDP)
66.154.83.138:7871 -> 82.242.44.42:8373 (UDP)
66.154.80.101:7871 -> 74.73.91.132:20927 (UDP)
66.154.83.113:7871 -> 89.176.207.134:17675 (UDP)
189.131.13.251:10775 -> 66.154.83.80:7871 (UDP)
66.154.80.101:7871 -> 83.84.177.240:4575 (UDP)
66.154.87.61:7871 -> 218.172.241.130:4415 (UDP)
66.154.87.57:7871 -> 201.42.106.26:1190 (UDP)
59.24.216.108:27420 -> 66.154.87.58:7871 (UDP)
66.154.80.111:7871 -> 81.211.62.0:17779 (UDP)
66.154.83.107:7871 -> 203.131.136.154:15276 (UDP)
66.154.80.101:7871 -> 85.9.70.210:7314 (UDP)
66.154.80.101:7871 -> 75.30.229.37:64033 (UDP)
76.226.10.203:24688 -> 66.154.83.138:7871 (UDP)
66.154.87.39:7871 -> 87.244.178.186:59741 (UDP)
69.153.191.220:63271 -> 66.154.87.41:7871 (UDP)
66.154.80.125:7871 -> 41.234.51.99:3008 (UDP)
66.154.83.138:7871 -> 72.198.80.60:12186 (UDP)
66.154.83.113:7871 -> 91.140.21.198:60882 (UDP)
66.154.83.80:7871 -> 24.188.87.36:24971 (UDP)
66.154.87.41:7871 -> 80.103.117.204:2021 (UDP)
66.154.80.111:7871 -> 82.225.160.101:55015 (UDP)
66.154.83.80:7871 -> 200.45.35.92:50188 (UDP)
66.154.87.41:7871 -> 98.195.53.208:13507 (UDP)
66.154.83.113:7871 -> 76.198.202.40:11275 (UDP)
66.154.87.61:7871 -> 189.191.9.94:33077 (UDP)
82.121.148.3:12546 -> 66.154.83.138:7871 (UDP)
66.154.80.105:7871 -> 75.185.175.89:29689 (UDP)
58.165.191.102:60122 -> 66.154.87.41:7871 (UDP)
213.96.238.247:17381 -> 66.154.87.57:7871 (UDP)
87.220.9.249:10591 -> 66.154.87.57:7871 (UDP)
66.154.80.105:7871 -> 195.95.139.184:61884 (UDP)
65.93.124.177:61970 -> 66.154.80.101:7871 (UDP)
66.154.83.107:7871 -> 203.81.234.103:50389 (UDP)
66.154.87.41:7871 -> 222.123.184.114:50856 (UDP)
203.131.136.154:16329 -> 66.154.87.39:7871 (UDP)
66.154.80.111:7871 -> 65.184.76.52:11275 (UDP)
66.154.83.113:7871 -> 189.136.142.185:12894 (UDP)
71.120.56.133:7164 -> 66.154.80.111:7871 (UDP)
66.154.87.61:7871 -> 124.121.187.24:33755 (UDP)
68.202.27.206:22484 -> 66.154.87.58:7871 (UDP)
202.125.143.68:10891 -> 66.154.83.107:7871 (UDP)
66.154.87.61:7871 -> 86.60.115.187:16275 (UDP)
66.154.83.107:7871 -> 77.9.27.212:5812 (UDP)
66.154.87.41:7871 -> 207.230.194.128:9810 (UDP)
68.158.144.189:57411 -> 66.154.87.39:7871 (UDP)
66.154.87.61:7871 -> 68.42.89.190:6761 (UDP)
200.121.160.149:21590 -> 66.154.80.111:7871 (UDP)
66.154.87.39:7871 -> 200.121.246.61:8468 (UDP)
196.218.147.61:7288 -> 66.154.87.57:7871 (UDP)
66.154.83.107:7871 -> 86.106.210.253:15978 (UDP)
66.154.80.111:7871 -> 83.235.176.143:22312 (UDP)
76.23.70.185:9879 -> 66.154.80.105:7871 (UDP)
66.154.83.107:7871 -> 194.186.220.4:58443 (UDP)
66.154.83.113:7871 -> 69.216.120.112:6212 (UDP)
66.154.87.41:7871 -> 66.15.91.54:35813 (UDP)
91.195.37.230:22846 -> 66.154.87.41:7871 (UDP)
66.154.87.57:7871 -> 68.94.87.24:6469 (UDP)
87.15.193.230:6915 -> 66.154.87.41:7871 (UDP)
193.252.189.247:32314 -> 66.154.87.41:7871 (UDP)
69.150.177.21:6825 -> 66.154.87.61:7871 (UDP)
213.96.29.70:14104 -> 66.154.87.58:7871 (UDP)
66.154.87.41:7871 -> 65.95.93.81:60368 (UDP)
213.29.147.248:17826 -> 66.154.83.80:7871 (UDP)
196.206.16.219:9566 -> 66.154.80.105:7871 (UDP)
66.154.80.111:7871 -> 90.27.222.227:3694 (UDP)
202.162.205.20:6122 -> 66.154.83.113:7871 (UDP)
66.154.83.107:7871 -> 98.199.41.189:27725 (UDP)
24.58.101.166:8 -> 66.154.83.152:63150 (TCP)
124.121.217.85:5976 -> 66.154.83.107:7871 (UDP)
207.155.59.5:61681 -> 66.154.83.131:7871 (UDP)
168.187.244.54:15571 -> 10.0.2.15:14851 (UDP)
66.154.87.39:7871 -> 83.130.212.111:2592 (UDP)
128.211.221.47:8 -> 66.154.83.154:63354 (TCP)
85.181.57.179:19360 -> 66.154.87.57:7871 (UDP)
76.85.154.245:28986 -> 66.154.87.61:7871 (UDP)
66.154.83.107:7871 -> 75.32.95.167:33575 (UDP)
66.154.80.111:7871 -> 68.76.143.1:21270 (UDP)
10.0.2.15:4599 -> 74.125.39.105:80 (TCP)
83.167.112.90:56692 -> 66.154.87.39:7871 (UDP)
66.154.83.113:7871 -> 87.9.204.71:55242 (UDP)
83.18.247.170:10934 -> 66.154.87.61:7871 (UDP)
66.154.83.113:7871 -> 83.110.207.39:8498 (UDP)
66.154.87.41:7871 -> 59.95.187.138:1423 (UDP)
200.49.223.242:2969 -> 66.154.83.107:7871 (UDP)
83.44.87.229:11251 -> 66.154.87.57:7871 (UDP)
87.219.215.44:86 -> 66.154.80.111:7871 (UDP)
82.209.132.232:17162 -> 66.154.80.105:7871 (UDP)
67.70.161.88:60335 -> 66.154.83.80:7871 (UDP)
66.154.83.80:7871 -> 69.136.210.93:4934 (UDP)
82.50.157.60:21660 -> 66.154.87.39:7871 (UDP)
62.143.213.219:8255 -> 66.154.80.125:7871 (UDP)
66.154.80.105:7871 -> 200.126.78.68:10342 (UDP)
66.154.83.138:7871 -> 189.144.220.160:21523 (UDP)
65.115.176.51:12862 -> 66.154.80.101:7871 (UDP)
66.154.80.125:7871 -> 71.75.254.83:28505 (UDP)
66.154.87.61:7871 -> 190.137.110.128:26211 (UDP)
66.154.87.57:7871 -> 84.121.219.20:18197 (UDP)
190.57.103.149:32121 -> 66.154.83.113:7871 (UDP)
66.154.87.57:7871 -> 209.195.144.244:7966 (UDP)
86.203.215.29:4669 -> 66.154.83.107:7871 (UDP)
69.61.28.79:63166 -> 67.149.59.200:8 (TCP)
81.244.91.79:12631 -> 66.154.80.125:7871 (UDP)
60.48.32.155:15400 -> 66.154.87.57:7871 (UDP)
68.110.80.140:8 -> 69.61.28.86:63225 (TCP)
66.154.87.61:7871 -> 213.3.43.134:12304 (UDP)
66.154.80.105:7871 -> 71.253.215.102:1138 (UDP)
66.154.87.41:7871 -> 201.240.108.124:28733 (UDP)
24.72.52.216:12255 -> 66.154.87.58:7871 (UDP)
69.157.120.219:7633 -> 66.154.83.107:7871 (UDP)
66.154.80.111:7871 -> 91.11.242.210:10493 (UDP)
80.251.242.16:20232 -> 66.154.87.61:7871 (UDP)
66.154.87.58:7871 -> 68.0.173.144:7871 (UDP)
66.154.83.107:7871 -> 196.206.24.208:12876 (UDP)
66.154.83.138:7871 -> 221.171.162.42:30161 (UDP)
66.154.87.39:7871 -> 83.2.30.241:5838 (UDP)
72.226.87.1:45200 -> 66.154.87.61:7871 (UDP)
66.154.83.130:63236 -> 68.110.80.140:8 (TCP)
64.92.226.43:5551 -> 66.154.80.101:7871 (UDP)
66.154.83.113:7871 -> 66.66.29.159:13194 (UDP)
66.154.80.105:7871 -> 121.1.53.27:16951 (UDP)
66.154.87.61:7871 -> 190.48.18.32:3497 (UDP)
66.154.80.105:7871 -> 190.78.30.192:14446 (UDP)
66.154.87.41:7871 -> 123.17.212.100:18941 (UDP)
84.254.8.32:60485 -> 66.154.83.107:7871 (UDP)
66.154.80.101:7871 -> 72.200.130.194:5860 (UDP)
76.119.27.183:10110 -> 66.154.80.111:7871 (UDP)
66.154.80.105:7871 -> 79.144.40.188:15146 (UDP)
24.165.115.55:8 -> 69.61.28.104:63311 (TCP)
66.154.87.61:7871 -> 81.193.222.219:20339 (UDP)
41.205.128.176:1054 -> 66.154.87.39:7871 (UDP)
116.21.134.86:55342 -> 66.154.87.61:7871 (UDP)
66.154.99.2:4120 -> 66.154.83.74:445 (TCP)
210.18.190.140:61400 -> 66.154.83.138:7871 (UDP)
80.66.49.124:17957 -> 66.154.83.80:7871 (UDP)
66.154.80.125:7871 -> 78.162.42.52:9793 (UDP)
66.154.87.61:7871 -> 72.175.104.5:4615 (UDP)
88.249.29.128:50557 -> 66.154.83.80:7871 (UDP)
66.154.83.113:7871 -> 61.1.127.129:16166 (UDP)
66.154.80.101:7871 -> 85.49.168.15:64913 (UDP)
69.111.198.81:19764 -> 66.154.80.101:7871 (UDP)
66.154.87.41:7871 -> 86.192.62.183:1024 (UDP)
66.154.87.41:7871 -> 217.166.68.126:13237 (UDP)
83.25.19.119:6439 -> 66.154.83.138:7871 (UDP)
24.126.15.24:25829 -> 66.154.83.107:7871 (UDP)
66.154.80.111:7871 -> 41.207.196.209:33373 (UDP)
66.154.87.39:7871 -> 59.95.198.153:50248 (UDP)
88.198.62.16:5857 -> 66.154.87.57:7871 (UDP)
66.154.87.58:7871 -> 81.57.137.35:13104 (UDP)
88.243.228.121:16275 -> 66.154.83.80:7871 (UDP)
85.59.253.134:10002 -> 66.154.83.113:7871 (UDP)
196.217.57.118:16275 -> 66.154.87.57:7871 (UDP)
66.154.80.111:7871 -> 85.145.233.175:2077 (UDP)
123.240.130.90:24984 -> 66.154.80.111:7871 (UDP)
213.195.75.202:49429 -> 66.154.87.50:10000 (TCP)
66.154.87.41:7871 -> 81.252.102.233:21841 (UDP)
201.247.171.45:17213 -> 66.154.80.111:7871 (UDP)
81.34.161.147:5708 -> 66.154.80.105:7871 (UDP)
66.154.80.111:7871 -> 207.191.213.98:17153 (UDP)
85.66.55.22:24028 -> 66.154.87.57:7871 (UDP)
173.194.65.105:80 -> 10.0.2.15:3481 (TCP)
66.154.87.61:7871 -> 222.123.122.223:50697 (UDP)
66.154.83.134:63309 -> 24.217.137.235:8 (TCP)
85.118.41.28:5845 -> 66.154.83.107:7871 (UDP)
66.154.80.111:7871 -> 24.217.133.98:55282 (UDP)
66.154.80.101:7871 -> 24.162.203.149:33043 (UDP)
68.230.28.104:29145 -> 66.154.87.39:7871 (UDP)
66.154.83.113:7871 -> 218.209.95.140:7194 (UDP)
91.121.9.109:11030 -> 66.154.83.80:7871 (UDP)
143.215.129.25:12563 -> 66.154.87.39:7871 (UDP)
66.154.83.107:7871 -> 66.222.150.89:1168 (UDP)
190.31.70.41:10080 -> 66.154.87.39:7871 (UDP)
66.154.83.80:7871 -> 142.162.132.211:60904 (UDP)
71.164.155.28:63502 -> 66.154.87.58:7871 (UDP)
74.140.168.34:4646 -> 66.154.87.39:7871 (UDP)
213.207.198.140:28245 -> 66.154.83.80:7871 (UDP)
66.154.80.111:7871 -> 24.110.224.139:55037 (UDP)
201.209.138.42:16275 -> 69.61.28.88:7871 (UDP)
83.63.194.234:16275 -> 66.154.87.57:7871 (UDP)
74.56.112.75:22715 -> 66.154.83.80:7871 (UDP)
71.135.36.211:8188 -> 66.154.80.111:7871 (UDP)
66.154.87.41:7871 -> 219.133.99.181:12585 (UDP)
66.154.83.80:7871 -> 190.48.39.73:16557 (UDP)
24.209.98.113:55332 -> 66.154.87.41:7871 (UDP)
66.154.87.41:7871 -> 67.36.24.190:15674 (UDP)
122.161.30.116:1168 -> 66.154.83.113:7871 (UDP)
84.58.26.201:20159 -> 66.154.83.107:7871 (UDP)
24.152.185.159:37304 -> 66.154.80.125:7871 (UDP)
10.0.2.15:4366 -> 74.125.79.99:80 (TCP)
210.210.181.25:19782 -> 66.154.80.111:7871 (UDP)
66.154.80.111:7871 -> 71.171.66.128:32262 (UDP)
128.211.221.47:8 -> 66.154.83.157:63366 (TCP)
190.40.49.212:28563 -> 66.154.83.113:7871 (UDP)
64.3.251.98:9624 -> 66.154.87.41:7871 (UDP)
200.108.249.42:11693 -> 66.154.83.80:7871 (UDP)
66.154.83.107:7871 -> 74.128.178.116:32215 (UDP)
99.243.88.13:10775 -> 66.154.83.80:7871 (UDP)
66.154.83.107:7871 -> 83.25.29.134:2024 (UDP)
24.203.36.75:7802 -> 66.154.87.41:7871 (UDP)
66.154.83.107:7871 -> 24.182.74.197:22857 (UDP)
217.91.31.185:10918 -> 66.154.87.39:7871 (UDP)
80.251.112.150:51580 -> 69.61.28.86:25 (TCP)
66.154.83.138:7871 -> 74.170.25.209:50514 (UDP)
66.154.80.101:7871 -> 65.65.246.111:18049 (UDP)
66.154.80.125:7871 -> 194.84.94.162:2592 (UDP)
71.49.199.174:1597 -> 66.154.87.41:7871 (UDP)
87.240.15.25:22522 -> 66.154.87.41:7871 (UDP)
128.211.221.47:8 -> 66.154.83.135:63332 (TCP)
89.2.138.238:16275 -> 66.154.87.41:7871 (UDP)
66.233.70.238:30813 -> 66.154.87.41:7871 (UDP)
66.154.83.107:7871 -> 82.135.85.213:35558 (UDP)
85.100.197.65:16275 -> 66.154.80.105:7871 (UDP)
204.100.181.75:13284 -> 66.154.87.61:7871 (UDP)
66.154.83.80:7871 -> 217.132.166.184:7871 (UDP)
189.168.169.61:3188 -> 66.154.87.39:7871 (UDP)
71.165.254.110:32927 -> 66.154.83.113:7871 (UDP)
128.211.221.47:8 -> 66.154.83.142:63196 (TCP)
66.154.83.107:7871 -> 68.255.166.201:21227 (UDP)
86.200.212.159:3110 -> 66.154.83.80:7871 (UDP)
66.154.80.111:7871 -> 82.145.234.171:8755 (UDP)
66.154.80.101:7871 -> 194.187.155.234:11216 (UDP)
66.154.80.111:7871 -> 62.1.125.106:14562 (UDP)
71.143.9.206:4415 -> 66.154.87.41:7871 (UDP)
98.199.202.185:10093 -> 66.154.87.58:7871 (UDP)
66.154.87.41:7871 -> 85.118.41.220:5103 (UDP)
66.154.80.101:7871 -> 217.20.171.197:4059 (UDP)
65.7.148.112:25709 -> 66.154.80.105:7871 (UDP)
66.154.83.80:7871 -> 208.157.150.138:61038 (UDP)
66.154.83.155:63925 -> 24.206.248.179:8 (TCP)
66.154.83.80:7871 -> 209.208.107.170:1250 (UDP)
189.166.218.26:19323 -> 66.154.80.105:7871 (UDP)
58.10.234.18:22310 -> 66.154.87.39:7871 (UDP)
66.154.87.57:7871 -> 216.228.203.185:2266 (UDP)
122.116.32.103:18616 -> 66.154.83.138:7871 (UDP)
66.154.83.107:7871 -> 70.114.62.216:27429 (UDP)
157.181.168.130:9559 -> 66.154.80.125:7871 (UDP)
212.23.84.37:64002 -> 66.154.80.111:7871 (UDP)
66.154.80.111:7871 -> 200.121.160.149:27630 (UDP)
81.16.82.18:19231 -> 66.154.80.125:7871 (UDP)
66.154.83.135:63058 -> 69.165.59.82:8 (TCP)
198.126.0.47:11204 -> 66.154.87.39:7871 (UDP)
24.9.175.15:18002 -> 66.154.87.41:7871 (UDP)
88.227.55.165:16275 -> 66.154.87.58:7871 (UDP)
69.61.28.105:63405 -> 68.110.80.140:8 (TCP)
66.154.87.57:7871 -> 86.219.234.246:22467 (UDP)
212.68.233.115:2491 -> 66.154.87.41:7871 (UDP)
81.80.46.67:2415 -> 66.154.80.111:7871 (UDP)
117.47.91.15:7871 -> 66.154.83.113:7871 (UDP)
66.154.83.107:7871 -> 83.13.142.66:15978 (UDP)
71.204.201.111:11275 -> 66.154.87.39:7871 (UDP)
190.48.18.162:33506 -> 66.154.83.107:7871 (UDP)
66.154.80.105:7871 -> 24.154.91.226:25336 (UDP)
82.83.245.40:24311 -> 66.154.87.41:7871 (UDP)
168.91.1.131:32270 -> 66.154.83.80:7871 (UDP)
66.154.87.57:7871 -> 202.63.114.137:5843 (UDP)
66.83.170.38:17683 -> 66.154.87.39:7871 (UDP)
65.90.224.72:30671 -> 66.154.83.138:7871 (UDP)
66.154.83.138:7871 -> 82.5.237.123:24015 (UDP)
66.154.80.105:7871 -> 82.138.13.98:19209 (UDP)
66.154.80.111:7871 -> 91.168.189.145:19524 (UDP)
66.154.87.57:7871 -> 205.173.35.131:60069 (UDP)
